id_venta,id_pedido,id_cliente,nombre_cliente,correo_cliente,fecha_registro_cliente,canal_venta,categoria_producto,producto,cantidad,precio_unitario,subtotal_linea,tipo_pedido,con_reservacion,id_mesa,ubicacion_mesa,tipo_mesa,fecha_reservacion,estado_reservacion,fecha_pedido,hora_pedido,estado_pedido,metodo_pago,estado_pago,subtotal_pedido,impuestos,total_pedido,tiempo_entrega_min,calificacion_servicio,tipo_cliente,origen_ecommerce
1159,1472,160,Ximena García,ximena.garcía160@correo.com,2026-07-26,Página web,Bebidas calientes,Té verde,3,39.68,119.04,en el lugar,False,13.0,Barra,pareja,,,2026-07-28,15:05:00,entregado,pago en línea,pagado,226.7,36.27,262.97,38.0,2.0,VIP,True
1160,1473,161,Diego Jiménez,diego.jiménez161@correo.com,2026-01-25,Página web,Café frío,Frappé de café,2,54.98,109.96,para llevar,False,,,,,,2026-08-02,11:55:00,entregado,pago en línea,pagado,354.08,56.65,410.73,38.0,3.0,Frecuente,True
1161,1473,161,Diego Jiménez,diego.jiménez161@correo.com,2026-01-25,Página web,Alimentos,Ensalada César,3,46.04,138.12,para llevar,False,,,,,,2026-08-02,11:55:00,entregado,pago en línea,pagado,354.08,56.65,410.73,38.0,3.0,Frecuente,True
1162,1473,161,Diego Jiménez,diego.jiménez161@correo.com,2026-01-25,Página web,Repostería,Concha,1,30.98,30.98,para llevar,False,,,,,,2026-08-02,11:55:00,entregado,pago en línea,pagado,354.08,56.65,410.73,38.0,3.0,Frecuente,True
1163,1473,161,Diego Jiménez,diego.jiménez161@correo.com,2026-01-25,Página web,Café caliente,Café de olla,2,37.51,75.02,para llevar,False,,,,,,2026-08-02,11:55:00,entregado,pago en línea,pagado,354.08,56.65,410.73,38.0,3.0,Frecuente,True
1164,1474,179,Iván Reyes,iván.reyes179@correo.com,2026-07-18,Página web,Alimentos,Panini de jamón y queso,2,81.74,163.48,en el lugar,False,17.0,Salón principal,individual,,,2026-07-25,07:00:00,listo,pago en línea,pagado,353.2,56.51,409.71,29.0,,Frecuente,True
1165,1474,179,Iván Reyes,iván.reyes179@correo.com,2026-07-18,Página web,Bebidas frías,Agua mineral,2,33.27,66.54,en el lugar,False,17.0,Salón principal,individual,,,2026-07-25,07:00:00,listo,pago en línea,pagado,353.2,56.51,409.71,29.0,,Frecuente,True
1166,1474,179,Iván Reyes,iván.reyes179@correo.com,2026-07-18,Página web,Repostería,Muffin de arándano,3,41.06,123.18,en el lugar,False,17.0,Salón principal,individual,,,2026-07-25,07:00:00,listo,pago en línea,pagado,353.2,56.51,409.71,29.0,,Frecuente,True
1167,1475,79,Raúl Hernández,raúl.hernández79@correo.com,2025-07-03,Presencial (mesero),Café frío,Frappuccino de caramelo,3,60.69,182.07,en el lugar,False,4.0,Zona de estudio,grupal,,,2026-03-25,19:50:00,entregado,transferencia,pagado,182.07,29.13,211.2,30.0,1.0,VIP,False
1168,1476,212,José Cruz,josé.cruz212@correo.com,2025-10-22,Página web,Repostería,Dona glaseada,2,37.21,74.42,en el lugar,True,7.0,Terraza,individual,2026-06-30,completada,2026-07-03,07:15:00,cancelado,transferencia,reembolsado,165.66,26.51,192.17,,,VIP,True
1169,1476,212,José Cruz,josé.cruz212@correo.com,2025-10-22,Página web,Repostería,Pay de queso,2,45.62,91.24,en el lugar,True,7.0,Terraza,individual,2026-06-30,completada,2026-07-03,07:15:00,cancelado,transferencia,reembolsado,165.66,26.51,192.17,,,VIP,True
1170,1477,46,Andrea García,andrea.garcía46@correo.com,2025-09-12,Presencial (mostrador),Bebidas frías,Agua mineral,3,25.77,77.31,para llevar,False,,,,,,2025-12-18,07:45:00,entregado,tarjeta,pagado,306.17,48.99,355.16,26.0,5.0,VIP,False
1171,1477,46,Andrea García,andrea.garcía46@correo.com,2025-09-12,Presencial (mostrador),Café caliente,Latte,1,53.04,53.04,para llevar,False,,,,,,2025-12-18,07:45:00,entregado,tarjeta,pagado,306.17,48.99,355.16,26.0,5.0,VIP,False
1172,1477,46,Andrea García,andrea.garcía46@correo.com,2025-09-12,Presencial (mostrador),Café frío,Frappuccino de caramelo,2,55.43,110.86,para llevar,False,,,,,,2025-12-18,07:45:00,entregado,tarjeta,pagado,306.17,48.99,355.16,26.0,5.0,VIP,False
1173,1477,46,Andrea García,andrea.garcía46@correo.com,2025-09-12,Presencial (mostrador),Bebidas frías,Agua mineral,2,32.48,64.96,para llevar,False,,,,,,2025-12-18,07:45:00,entregado,tarjeta,pagado,306.17,48.99,355.16,26.0,5.0,VIP,False
1174,1478,18,Yuleni Gómez,yuleni.gómez18@correo.com,2026-02-15,Página web,Repostería,Muffin de arándano,1,52.48,52.48,en el lugar,True,16.0,Zona de estudio,individual,2026-02-15,completada,2026-02-18,14:00:00,listo,pago en línea,pagado,121.78,19.48,141.26,25.0,,VIP,True
1175,1478,18,Yuleni Gómez,yuleni.gómez18@correo.com,2026-02-15,Página web,Bebidas frías,Jugo de naranja,3,23.1,69.3,en el lugar,True,16.0,Zona de estudio,individual,2026-02-15,completada,2026-02-18,14:00:00,listo,pago en línea,pagado,121.78,19.48,141.26,25.0,,VIP,True
1176,1479,52,José Reyes,josé.reyes52@correo.com,2025-09-29,Página web,Repostería,Muffin de arándano,1,45.9,45.9,en el lugar,True,2.0,Barra,pareja,2025-12-10,cancelada,2025-12-11,18:15:00,entregado,pago en línea,pagado,45.9,7.34,53.24,28.0,4.0,VIP,True
1177,1480,96,Iván Sánchez,iván.sánchez96@correo.com,2026-03-17,Presencial (mostrador),Repostería,Concha,3,35.41,106.23,para llevar,False,,,,,,2026-08-12,09:50:00,entregado,efectivo,pagado,327.47,52.4,379.87,30.0,5.0,Frecuente,False
1178,1480,96,Iván Sánchez,iván.sánchez96@correo.com,2026-03-17,Presencial (mostrador),Bebidas calientes,Infusión de manzanilla,2,35.92,71.84,para llevar,False,,,,,,2026-08-12,09:50:00,entregado,efectivo,pagado,327.47,52.4,379.87,30.0,5.0,Frecuente,False
1179,1480,96,Iván Sánchez,iván.sánchez96@correo.com,2026-03-17,Presencial (mostrador),Alimentos,Panini de jamón y queso,3,49.8,149.4,para llevar,False,,,,,,2026-08-12,09:50:00,entregado,efectivo,pagado,327.47,52.4,379.87,30.0,5.0,Frecuente,False
1180,1481,38,Ximena Ramírez,ximena.ramírez38@correo.com,2025-03-07,Página web,Bebidas frías,Jugo de naranja,2,27.46,54.92,en el lugar,True,18.0,Terraza,pareja,2026-06-29,cancelada,2026-06-29,12:30:00,entregado,pago en línea,pagado,92.92,14.87,107.79,33.0,3.0,Frecuente,True
1181,1481,38,Ximena Ramírez,ximena.ramírez38@correo.com,2025-03-07,Página web,Bebidas frías,Jugo de naranja,1,38.0,38.0,en el lugar,True,18.0,Terraza,pareja,2026-06-29,cancelada,2026-06-29,12:30:00,entregado,pago en línea,pagado,92.92,14.87,107.79,33.0,3.0,Frecuente,True
1182,1482,217,Carlos Romero,carlos.romero217@correo.com,2026-05-24,Página web,Repostería,Brownie,2,28.41,56.82,en el lugar,False,15.0,Terraza,individual,,,2026-06-09,13:50:00,entregado,pago en línea,pagado,56.82,9.09,65.91,29.0,4.0,Frecuente,True
1183,1483,182,Raúl De la Cruz,raúl.delacruz182@correo.com,2025-07-12,Presencial (mostrador),Café frío,Cold brew,1,44.03,44.03,en el lugar,False,7.0,Salón principal,grupal,,,2025-08-12,08:55:00,listo,tarjeta,pagado,163.27,26.12,189.39,20.0,,Frecuente,False
1184,1483,182,Raúl De la Cruz,raúl.delacruz182@correo.com,2025-07-12,Presencial (mostrador),Repostería,Dona glaseada,2,59.62,119.24,en el lugar,False,7.0,Salón principal,grupal,,,2025-08-12,08:55:00,listo,tarjeta,pagado,163.27,26.12,189.39,20.0,,Frecuente,False
1185,1484,68,Alejandro García,alejandro.garcía68@correo.com,2025-04-20,Presencial (mostrador),Alimentos,Sandwich club,3,91.3,273.9,en el lugar,False,8.0,Salón principal,individual,,,2025-06-17,08:00:00,entregado,transferencia,pagado,647.8,103.65,751.45,17.0,5.0,Frecuente,False
1186,1484,68,Alejandro García,alejandro.garcía68@correo.com,2025-04-20,Presencial (mostrador),Repostería,Pay de queso,2,41.93,83.86,en el lugar,False,8.0,Salón principal,individual,,,2025-06-17,08:00:00,entregado,transferencia,pagado,647.8,103.65,751.45,17.0,5.0,Frecuente,False
1187,1484,68,Alejandro García,alejandro.garcía68@correo.com,2025-04-20,Presencial (mostrador),Café frío,Cold brew,3,60.25,180.75,en el lugar,False,8.0,Salón principal,individual,,,2025-06-17,08:00:00,entregado,transferencia,pagado,647.8,103.65,751.45,17.0,5.0,Frecuente,False
1188,1484,68,Alejandro García,alejandro.garcía68@correo.com,2025-04-20,Presencial (mostrador),Bebidas frías,Agua mineral,3,36.43,109.29,en el lugar,False,8.0,Salón principal,individual,,,2025-06-17,08:00:00,entregado,transferencia,pagado,647.8,103.65,751.45,17.0,5.0,Frecuente,False
1189,1485,130,Valeria Cruz,valeria.cruz130@correo.com,2025-09-20,Página web,Bebidas calientes,Té verde,2,32.82,65.64,en el lugar,True,17.0,Salón principal,pareja,2026-08-08,completada,2026-08-11,07:10:00,entregado,tarjeta,pagado,239.12,38.26,277.38,45.0,5.0,Frecuente,True
1190,1485,130,Valeria Cruz,valeria.cruz130@correo.com,2025-09-20,Página web,Bebidas calientes,Té chai,1,34.28,34.28,en el lugar,True,17.0,Salón principal,pareja,2026-08-08,completada,2026-08-11,07:10:00,entregado,tarjeta,pagado,239.12,38.26,277.38,45.0,5.0,Frecuente,True
1191,1485,130,Valeria Cruz,valeria.cruz130@correo.com,2025-09-20,Página web,Alimentos,Bagel con queso crema,3,46.4,139.2,en el lugar,True,17.0,Salón principal,pareja,2026-08-08,completada,2026-08-11,07:10:00,entregado,tarjeta,pagado,239.12,38.26,277.38,45.0,5.0,Frecuente,True
1192,1486,42,Renata Ortiz,renata.ortiz42@correo.com,2025-08-08,Presencial (mostrador),Bebidas calientes,Infusión de manzanilla,1,35.26,35.26,en el lugar,True,12.0,Salón principal,pareja,2026-01-07,completada,2026-01-10,07:50:00,cancelado,tarjeta,pendiente,228.95,36.63,265.58,,,Frecuente,False
1193,1486,42,Renata Ortiz,renata.ortiz42@correo.com,2025-08-08,Presencial (mostrador),Café frío,Cold brew,2,45.56,91.12,en el lugar,True,12.0,Salón principal,pareja,2026-01-07,completada,2026-01-10,07:50:00,cancelado,tarjeta,pendiente,228.95,36.63,265.58,,,Frecuente,False
1194,1486,42,Renata Ortiz,renata.ortiz42@correo.com,2025-08-08,Presencial (mostrador),Bebidas calientes,Té verde,3,34.19,102.57,en el lugar,True,12.0,Salón principal,pareja,2026-01-07,completada,2026-01-10,07:50:00,cancelado,tarjeta,pendiente,228.95,36.63,265.58,,,Frecuente,False
1195,1487,44,María Morales,maría.morales44@correo.com,2025-12-29,Presencial (mesero),Bebidas frías,Jugo de naranja,3,36.6,109.8,en el lugar,True,16.0,Salón principal,grupal,2026-03-14,completada,2026-03-16,13:05:00,entregado,transferencia,pagado,197.86,31.66,229.52,38.0,2.0,VIP,False
1196,1487,44,María Morales,maría.morales44@correo.com,2025-12-29,Presencial (mesero),Café caliente,Espresso,1,28.8,28.8,en el lugar,True,16.0,Salón principal,grupal,2026-03-14,completada,2026-03-16,13:05:00,entregado,transferencia,pagado,197.86,31.66,229.52,38.0,2.0,VIP,False
1197,1487,44,María Morales,maría.morales44@correo.com,2025-12-29,Presencial (mesero),Bebidas calientes,Chocolate caliente,2,29.63,59.26,en el lugar,True,16.0,Salón principal,grupal,2026-03-14,completada,2026-03-16,13:05:00,entregado,transferencia,pagado,197.86,31.66,229.52,38.0,2.0,VIP,False
1198,1488,59,Yuleni Romero,yuleni.romero59@correo.com,2025-03-25,Presencial (mesero),Café caliente,Espresso,2,44.52,89.04,en el lugar,False,8.0,Terraza,individual,,,2026-02-19,19:15:00,listo,tarjeta,pagado,362.67,58.03,420.7,32.0,,Frecuente,False
1199,1488,59,Yuleni Romero,yuleni.romero59@correo.com,2025-03-25,Presencial (mesero),Café caliente,Espresso,1,50.86,50.86,en el lugar,False,8.0,Terraza,individual,,,2026-02-19,19:15:00,listo,tarjeta,pagado,362.67,58.03,420.7,32.0,,Frecuente,False
1200,1488,59,Yuleni Romero,yuleni.romero59@correo.com,2025-03-25,Presencial (mesero),Café caliente,Latte,3,48.61,145.83,en el lugar,False,8.0,Terraza,individual,,,2026-02-19,19:15:00,listo,tarjeta,pagado,362.67,58.03,420.7,32.0,,Frecuente,False
1201,1488,59,Yuleni Romero,yuleni.romero59@correo.com,2025-03-25,Presencial (mesero),Bebidas frías,Té helado,2,38.47,76.94,en el lugar,False,8.0,Terraza,individual,,,2026-02-19,19:15:00,listo,tarjeta,pagado,362.67,58.03,420.7,32.0,,Frecuente,False
1202,1489,187,Luis Ramírez,luis.ramírez187@correo.com,2025-04-27,Presencial (mostrador),Café frío,Cold brew,1,57.26,57.26,para llevar,False,,,,,,2025-07-04,17:45:00,entregado,transferencia,pagado,160.48,25.68,186.16,8.0,3.0,Frecuente,False
1203,1489,187,Luis Ramírez,luis.ramírez187@correo.com,2025-04-27,Presencial (mostrador),Alimentos,Bagel con queso crema,1,49.3,49.3,para llevar,False,,,,,,2025-07-04,17:45:00,entregado,transferencia,pagado,160.48,25.68,186.16,8.0,3.0,Frecuente,False
1204,1489,187,Luis Ramírez,luis.ramírez187@correo.com,2025-04-27,Presencial (mostrador),Café caliente,Mocaccino,1,53.92,53.92,para llevar,False,,,,,,2025-07-04,17:45:00,entregado,transferencia,pagado,160.48,25.68,186.16,8.0,3.0,Frecuente,False
1205,1490,44,María Morales,maría.morales44@correo.com,2025-12-29,Página web,Café caliente,Latte,1,39.54,39.54,en el lugar,True,17.0,Barra,individual,2026-03-30,completada,2026-03-31,19:30:00,entregado,pago en línea,pagado,259.92,41.59,301.51,15.0,5.0,VIP,True
1206,1490,44,María Morales,maría.morales44@correo.com,2025-12-29,Página web,Alimentos,Sandwich club,3,73.46,220.38,en el lugar,True,17.0,Barra,individual,2026-03-30,completada,2026-03-31,19:30:00,entregado,pago en línea,pagado,259.92,41.59,301.51,15.0,5.0,VIP,True
1207,1491,85,Renata Díaz,renata.díaz85@correo.com,2026-06-06,Página web,Bebidas calientes,Té verde,3,26.36,79.08,para llevar,False,,,,,,2026-08-08,10:00:00,entregado,tarjeta,pagado,306.22,49.0,355.22,45.0,3.0,VIP,True
1208,1491,85,Renata Díaz,renata.díaz85@correo.com,2026-06-06,Página web,Café frío,Café helado,1,37.24,37.24,para llevar,False,,,,,,2026-08-08,10:00:00,entregado,tarjeta,pagado,306.22,49.0,355.22,45.0,3.0,VIP,True
1209,1491,85,Renata Díaz,renata.díaz85@correo.com,2026-06-06,Página web,Bebidas frías,Limonada,3,37.06,111.18,para llevar,False,,,,,,2026-08-08,10:00:00,entregado,tarjeta,pagado,306.22,49.0,355.22,45.0,3.0,VIP,True
1210,1491,85,Renata Díaz,renata.díaz85@correo.com,2026-06-06,Página web,Bebidas frías,Jugo de naranja,3,26.24,78.72,para llevar,False,,,,,,2026-08-08,10:00:00,entregado,tarjeta,pagado,306.22,49.0,355.22,45.0,3.0,VIP,True
1211,1492,209,Estefanía Morales,estefanía.morales209@correo.com,2026-08-03,Página web,Café frío,Cold brew,3,51.41,154.23,para llevar,False,,,,,,2026-08-18,11:50:00,entregado,pago en línea,pagado,154.23,24.68,178.91,11.0,5.0,Frecuente,True
1212,1493,159,Paola López,paola.lópez159@correo.com,2026-07-31,Presencial (mostrador),Bebidas frías,Refresco de cola,2,38.93,77.86,en el lugar,False,2.0,Zona de estudio,individual,,,2026-08-07,14:05:00,en preparación,transferencia,pagado,77.86,12.46,90.32,,,VIP,False
1213,1494,84,Sofía Gómez,sofía.gómez84@correo.com,2025-10-13,Presencial (mostrador),Café frío,Frappé de café,1,62.94,62.94,para llevar,False,,,,,,2025-11-03,08:00:00,entregado,tarjeta,pagado,293.02,46.88,339.9,35.0,4.0,Frecuente,False
1214,1494,84,Sofía Gómez,sofía.gómez84@correo.com,2025-10-13,Presencial (mostrador),Café caliente,Americano,2,42.42,84.84,para llevar,False,,,,,,2025-11-03,08:00:00,entregado,tarjeta,pagado,293.02,46.88,339.9,35.0,4.0,Frecuente,False
1215,1494,84,Sofía Gómez,sofía.gómez84@correo.com,2025-10-13,Presencial (mostrador),Alimentos,Sandwich club,2,72.62,145.24,para llevar,False,,,,,,2025-11-03,08:00:00,entregado,tarjeta,pagado,293.02,46.88,339.9,35.0,4.0,Frecuente,False
1216,1495,148,Gabriela Gómez,gabriela.gómez148@correo.com,2025-12-27,Página web,Café frío,Café helado,3,48.1,144.3,para llevar,False,,,,,,2026-06-24,13:40:00,en preparación,tarjeta,pagado,320.7,51.31,372.01,,,Frecuente,True
1217,1495,148,Gabriela Gómez,gabriela.gómez148@correo.com,2025-12-27,Página web,Café caliente,Americano,3,34.26,102.78,para llevar,False,,,,,,2026-06-24,13:40:00,en preparación,tarjeta,pagado,320.7,51.31,372.01,,,Frecuente,True
1218,1495,148,Gabriela Gómez,gabriela.gómez148@correo.com,2025-12-27,Página web,Bebidas frías,Té helado,3,24.54,73.62,para llevar,False,,,,,,2026-06-24,13:40:00,en preparación,tarjeta,pagado,320.7,51.31,372.01,,,Frecuente,True
1219,1496,207,Michelle De la Cruz,michelle.delacruz207@correo.com,2025-11-29,Presencial (mesero),Alimentos,Bagel con queso crema,1,59.13,59.13,para llevar,False,,,,,,2025-12-22,19:00:00,entregado,efectivo,pagado,151.29,24.21,175.5,33.0,5.0,Frecuente,False
1220,1496,207,Michelle De la Cruz,michelle.delacruz207@correo.com,2025-11-29,Presencial (mesero),Repostería,Muffin de arándano,2,46.08,92.16,para llevar,False,,,,,,2025-12-22,19:00:00,entregado,efectivo,pagado,151.29,24.21,175.5,33.0,5.0,Frecuente,False
1221,1497,23,Luis De la Cruz,luis.delacruz23@correo.com,2025-04-23,Presencial (mostrador),Bebidas calientes,Té verde,2,42.95,85.9,para llevar,False,,,,,,2025-12-24,17:05:00,en preparación,efectivo,pagado,411.02,65.76,476.78,,,VIP,False
1222,1497,23,Luis De la Cruz,luis.delacruz23@correo.com,2025-04-23,Presencial (mostrador),Café frío,Frappuccino de caramelo,2,56.39,112.78,para llevar,False,,,,,,2025-12-24,17:05:00,en preparación,efectivo,pagado,411.02,65.76,476.78,,,VIP,False
1223,1497,23,Luis De la Cruz,luis.delacruz23@correo.com,2025-04-23,Presencial (mostrador),Repostería,Brownie,3,35.24,105.72,para llevar,False,,,,,,2025-12-24,17:05:00,en preparación,efectivo,pagado,411.02,65.76,476.78,,,VIP,False
1224,1497,23,Luis De la Cruz,luis.delacruz23@correo.com,2025-04-23,Presencial (mostrador),Bebidas calientes,Chocolate caliente,3,35.54,106.62,para llevar,False,,,,,,2025-12-24,17:05:00,en preparación,efectivo,pagado,411.02,65.76,476.78,,,VIP,False
1225,1498,112,Pablo Martínez,pablo.martínez112@correo.com,2025-05-22,Página web,Café frío,Cold brew,3,44.15,132.45,para llevar,False,,,,,,2026-02-03,08:00:00,cancelado,pago en línea,pendiente,154.9,24.78,179.68,,,Frecuente,True
1226,1498,112,Pablo Martínez,pablo.martínez112@correo.com,2025-05-22,Página web,Bebidas frías,Limonada,1,22.45,22.45,para llevar,False,,,,,,2026-02-03,08:00:00,cancelado,pago en línea,pendiente,154.9,24.78,179.68,,,Frecuente,True
1227,1499,139,Renata Gómez,renata.gómez139@correo.com,2025-09-09,Presencial (mostrador),Repostería,Concha,3,27.09,81.27,en el lugar,False,1.0,Barra,individual,,,2025-09-27,10:55:00,entregado,transferencia,pagado,389.07,62.25,451.32,10.0,4.0,Frecuente,False
1228,1499,139,Renata Gómez,renata.gómez139@correo.com,2025-09-09,Presencial (mostrador),Bebidas frías,Refresco de cola,2,29.91,59.82,en el lugar,False,1.0,Barra,individual,,,2025-09-27,10:55:00,entregado,transferencia,pagado,389.07,62.25,451.32,10.0,4.0,Frecuente,False
1229,1499,139,Renata Gómez,renata.gómez139@correo.com,2025-09-09,Presencial (mostrador),Alimentos,Panini de jamón y queso,3,67.2,201.6,en el lugar,False,1.0,Barra,individual,,,2025-09-27,10:55:00,entregado,transferencia,pagado,389.07,62.25,451.32,10.0,4.0,Frecuente,False
1230,1499,139,Renata Gómez,renata.gómez139@correo.com,2025-09-09,Presencial (mostrador),Café frío,Cold brew,1,46.38,46.38,en el lugar,False,1.0,Barra,individual,,,2025-09-27,10:55:00,entregado,transferencia,pagado,389.07,62.25,451.32,10.0,4.0,Frecuente,False
1231,1500,76,Mariana De la Cruz,mariana.delacruz76@correo.com,2026-01-02,Presencial (mesero),Bebidas calientes,Infusión de manzanilla,3,42.31,126.93,en el lugar,False,11.0,Zona de estudio,grupal,,,2026-05-20,19:25:00,entregado,efectivo,pagado,326.38,52.22,378.6,44.0,4.0,Frecuente,False
1232,1500,76,Mariana De la Cruz,mariana.delacruz76@correo.com,2026-01-02,Presencial (mesero),Bebidas calientes,Té chai,2,41.15,82.3,en el lugar,False,11.0,Zona de estudio,grupal,,,2026-05-20,19:25:00,entregado,efectivo,pagado,326.38,52.22,378.6,44.0,4.0,Frecuente,False
1233,1500,76,Mariana De la Cruz,mariana.delacruz76@correo.com,2026-01-02,Presencial (mesero),Bebidas frías,Refresco de cola,3,39.05,117.15,en el lugar,False,11.0,Zona de estudio,grupal,,,2026-05-20,19:25:00,entregado,efectivo,pagado,326.38,52.22,378.6,44.0,4.0,Frecuente,False
1234,1501,93,Iván Castillo,iván.castillo93@correo.com,2025-05-11,Página web,Repostería,Brownie,3,38.81,116.43,en el lugar,True,8.0,Salón principal,individual,2026-05-12,cancelada,2026-05-14,16:40:00,cancelado,pago en línea,pendiente,184.31,29.49,213.8,,,Frecuente,True
1235,1501,93,Iván Castillo,iván.castillo93@correo.com,2025-05-11,Página web,Bebidas frías,Agua mineral,1,27.23,27.23,en el lugar,True,8.0,Salón principal,individual,2026-05-12,cancelada,2026-05-14,16:40:00,cancelado,pago en línea,pendiente,184.31,29.49,213.8,,,Frecuente,True
1236,1501,93,Iván Castillo,iván.castillo93@correo.com,2025-05-11,Página web,Bebidas calientes,Té verde,1,40.65,40.65,en el lugar,True,8.0,Salón principal,individual,2026-05-12,cancelada,2026-05-14,16:40:00,cancelado,pago en línea,pendiente,184.31,29.49,213.8,,,Frecuente,True
1237,1502,125,Raúl Torres,raúl.torres125@correo.com,2025-03-25,Página web,Café caliente,Latte,3,29.0,87.0,para llevar,False,,,,,,2026-02-02,16:50:00,entregado,pago en línea,pagado,310.83,49.73,360.56,24.0,5.0,Frecuente,True
1238,1502,125,Raúl Torres,raúl.torres125@correo.com,2025-03-25,Página web,Repostería,Pay de queso,3,47.32,141.96,para llevar,False,,,,,,2026-02-02,16:50:00,entregado,pago en línea,pagado,310.83,49.73,360.56,24.0,5.0,Frecuente,True
1239,1502,125,Raúl Torres,raúl.torres125@correo.com,2025-03-25,Página web,Bebidas frías,Limonada,2,28.17,56.34,para llevar,False,,,,,,2026-02-02,16:50:00,entregado,pago en línea,pagado,310.83,49.73,360.56,24.0,5.0,Frecuente,True
1240,1502,125,Raúl Torres,raúl.torres125@correo.com,2025-03-25,Página web,Bebidas frías,Té helado,1,25.53,25.53,para llevar,False,,,,,,2026-02-02,16:50:00,entregado,pago en línea,pagado,310.83,49.73,360.56,24.0,5.0,Frecuente,True
1241,1503,54,Iván Sánchez,iván.sánchez54@correo.com,2025-03-01,Página web,Bebidas frías,Agua mineral,2,20.84,41.68,en el lugar,True,20.0,Terraza,individual,2025-12-08,completada,2025-12-08,11:35:00,entregado,pago en línea,pagado,304.68,48.75,353.43,30.0,4.0,VIP,True
1242,1503,54,Iván Sánchez,iván.sánchez54@correo.com,2025-03-01,Página web,Bebidas calientes,Chocolate caliente,3,26.22,78.66,en el lugar,True,20.0,Terraza,individual,2025-12-08,completada,2025-12-08,11:35:00,entregado,pago en línea,pagado,304.68,48.75,353.43,30.0,4.0,VIP,True
1243,1503,54,Iván Sánchez,iván.sánchez54@correo.com,2025-03-01,Página web,Bebidas calientes,Té verde,3,44.51,133.53,en el lugar,True,20.0,Terraza,individual,2025-12-08,completada,2025-12-08,11:35:00,entregado,pago en línea,pagado,304.68,48.75,353.43,30.0,4.0,VIP,True
1244,1503,54,Iván Sánchez,iván.sánchez54@correo.com,2025-03-01,Página web,Café caliente,Mocaccino,1,50.81,50.81,en el lugar,True,20.0,Terraza,individual,2025-12-08,completada,2025-12-08,11:35:00,entregado,pago en línea,pagado,304.68,48.75,353.43,30.0,4.0,VIP,True
1245,1504,81,María Reyes,maría.reyes81@correo.com,2025-02-09,Presencial (mostrador),Café caliente,Capuchino,3,44.39,133.17,en el lugar,True,11.0,Zona de estudio,grupal,2025-05-28,completada,2025-05-31,08:40:00,entregado,tarjeta,pagado,251.43,40.23,291.66,26.0,4.0,Frecuente,False
1246,1504,81,María Reyes,maría.reyes81@correo.com,2025-02-09,Presencial (mostrador),Repostería,Muffin de arándano,2,59.13,118.26,en el lugar,True,11.0,Zona de estudio,grupal,2025-05-28,completada,2025-05-31,08:40:00,entregado,tarjeta,pagado,251.43,40.23,291.66,26.0,4.0,Frecuente,False
1247,1505,113,Diego Reyes,diego.reyes113@correo.com,2025-06-06,Página web,Bebidas frías,Limonada,3,36.16,108.48,para llevar,False,,,,,,2026-04-20,07:10:00,entregado,pago en línea,pagado,108.48,17.36,125.84,40.0,4.0,Frecuente,True
1248,1506,236,Raúl Torres,raúl.torres236@correo.com,2025-02-03,Presencial (mesero),Café caliente,Americano,3,43.27,129.81,para llevar,False,,,,,,2026-01-21,10:30:00,listo,tarjeta,pagado,129.81,20.77,150.58,43.0,,VIP,False
1249,1507,47,Óscar López,óscar.lópez47@correo.com,2026-03-09,Página web,Café frío,Café helado,3,62.33,186.99,en el lugar,False,20.0,Barra,grupal,,,2026-06-24,15:55:00,entregado,pago en línea,pagado,362.81,58.05,420.86,34.0,5.0,VIP,True
1250,1507,47,Óscar López,óscar.lópez47@correo.com,2026-03-09,Página web,Repostería,Croissant,1,52.97,52.97,en el lugar,False,20.0,Barra,grupal,,,2026-06-24,15:55:00,entregado,pago en línea,pagado,362.81,58.05,420.86,34.0,5.0,VIP,True
1251,1507,47,Óscar López,óscar.lópez47@correo.com,2026-03-09,Página web,Repostería,Croissant,3,40.95,122.85,en el lugar,False,20.0,Barra,grupal,,,2026-06-24,15:55:00,entregado,pago en línea,pagado,362.81,58.05,420.86,34.0,5.0,VIP,True
1252,1508,170,Ricardo Flores,ricardo.flores170@correo.com,2026-08-06,Página web,Alimentos,Panini de jamón y queso,2,56.49,112.98,para llevar,False,,,,,,2026-08-11,08:25:00,entregado,pago en línea,pagado,287.85,46.06,333.91,16.0,4.0,VIP,True
1253,1508,170,Ricardo Flores,ricardo.flores170@correo.com,2026-08-06,Página web,Café frío,Cold brew,3,58.29,174.87,para llevar,False,,,,,,2026-08-11,08:25:00,entregado,pago en línea,pagado,287.85,46.06,333.91,16.0,4.0,VIP,True
1254,1509,39,Michelle Vázquez,michelle.vázquez39@correo.com,2026-07-22,Página web,Bebidas frías,Refresco de cola,1,32.65,32.65,para llevar,False,,,,,,2026-08-10,11:20:00,entregado,pago en línea,pagado,93.94,15.03,108.97,24.0,5.0,Frecuente,True
1255,1509,39,Michelle Vázquez,michelle.vázquez39@correo.com,2026-07-22,Página web,Café frío,Cold brew,1,61.29,61.29,para llevar,False,,,,,,2026-08-10,11:20:00,entregado,pago en línea,pagado,93.94,15.03,108.97,24.0,5.0,Frecuente,True
1256,1510,90,Karla Hernández,karla.hernández90@correo.com,2026-06-17,Página web,Café frío,Frappuccino de caramelo,2,62.13,124.26,para llevar,False,,,,,,2026-08-16,18:05:00,entregado,pago en línea,pagado,124.26,19.88,144.14,43.0,5.0,Frecuente,True
